gene,mean_expression
Mrtfa,0.11111531
Abhd16a,0.11071965
Pkd1,0.110487044
Slc38a9,0.11047395
Vamp4,0.11041081
Psmb10,0.11032263
Kdm4c,0.11028928
Atp6v0a1,0.110239565
Ube2i,0.110216655
Uimc1,0.11021218
Dguok,0.11015493
Slc35a1,0.109932974
Mettl23,0.10979501
Gm4876,0.10963704
Klhl23,0.109306194
Tob1,0.109245084
Parp8,0.10907604
Iftap,0.109061874
Fxyd6,0.109012164
Smpd2,0.10873915
Stat6,0.10865224
Gm26691,0.108536504
Cd9,0.10849423
Bckdhb,0.10845027
Grem2,0.10841517
Cds2,0.10835823
Mmut,0.10829086
Sirt2,0.10823914
Bckdk,0.10815326
Ppp1r9b,0.10789476
Tbck,0.10788069
Mettl27,0.1074614
Cdk10,0.10733895
Map3k20,0.10712849
Ier2,0.107100755
Arnt,0.10705273
Ppp5c,0.10704086
Myo1d,0.10690846
Sh3pxd2a,0.106799774
Ptpn9,0.10663881
Sirt7,0.106360205
S100a6,0.10630604
Ncoa7,0.10625452
Cd36,0.10601561
Cyba,0.1058846
Fam135a,0.10585892
Insig2,0.10556674
Vps26c,0.10546957
Etfbkmt,0.10532106
Dhx16,0.10522436
Sgcb,0.105218984
Slc49a4,0.10512408
Igdcc4,0.10506784
Gpatch4,0.10502048
Hipk2,0.10493505
Mageh1,0.104840815
BC003965,0.104811676
Nfib,0.104762115
Sgpp1,0.104753114
Septin4,0.1047149
Smarcd3,0.10471273
Ly6e,0.10453641
Atg10,0.10434007
Rex1bd,0.10429777
Gsn,0.10413444
Slc48a1,0.10409798
Fam160b2,0.104092136
H1f2,0.10389576
Anks3,0.10380277
Bet1l,0.10376356
Fyco1,0.103605606
Acsl4,0.10357272
Spaca6,0.1035082
Kctd2,0.10346854
3830406C13Rik,0.10340878
Ptk7,0.10338919
Ttc4,0.103234336
Mcee,0.103145115
Mxra7,0.10304234
Parp2,0.10296514
Grip1,0.102903634
C1qtnf6,0.10262624
Armcx1,0.10253563
Fech,0.1024915
Gabbr1,0.102286376
Copz2,0.10220714
Crlf3,0.10212816
Bad,0.10203416
Pigyl,0.102003865
Col6a3,0.10195044
Tfpi,0.10194977
Efemp2,0.10193341
Mpst,0.10171244
Crip2,0.10160204
Rilpl1,0.10133767
Cyld,0.10131266
Tmem161a,0.101199284
Ccdc85b,0.101193495
Tbk1,0.10098937
Gpm6b,0.100968
6720427I07Rik,0.10092222
Edem3,0.10091147
Rprd1b,0.10080901
Rbbp9,0.1007815
Fads6,0.10075721
4930581F22Rik,0.10072533
Ctnna3,0.1005884
Atxn7l1,0.10056612
Pet100,0.10052571
Dnah7b,0.10041981
Syne1,0.10025792
Skap2,0.10023858
Fggy,0.10023781
Ckb,0.10008248
Tnfrsf1a,0.09997707
Ier3,0.09995725
Gnb4,0.09991303
Emx2,0.099892616
Rab34,0.09979603
Vldlr,0.09956086
Plekhm2,0.09943896
Galk2,0.09940327
Ifnar2,0.09924895
Arap1,0.099154636
Lrrc1,0.09909763
Plxnb1,0.09896631
Pcyt1a,0.0986357
Lncpint,0.09859823
Mvp,0.098494925
Fstl1,0.09838695
Gadd45b,0.09838308
Ikbkb,0.09831538
Mettl3,0.09829041
1810030O07Rik,0.09825148
Vat1,0.09819602
Hmgcl,0.09794702
Atoh8,0.09791014
Srgap3,0.09786305
Ppp1r21,0.09781425
Arhgef2,0.09775791
Maoa,0.09775619
Nt5c3,0.097669445
Cst8,0.09763242
Cxcl14,0.09755925
Tsc22d2,0.09732836
Oplah,0.09732194
Gigyf1,0.097258076
S100a1,0.09719324
Herpud1,0.0971744
Asb3,0.09711119
Clasrp,0.09703988
Clstn2,0.09669822
Zfp157,0.09661885
Stat2,0.09641338
Nkain2,0.09639619
Mpv17,0.096322626
Zbtb46,0.096228614
Ntng1,0.09620533
Mturn,0.096127406
Zfp945,0.09594067
Rab9,0.09580026
Gm20629,0.09571639
Rarg,0.09559242
Trf,0.095584504
Zbed3,0.09557976
Tet2,0.09549688
Parp4,0.09527759
Cyb5r1,0.09523701
Trmt2a,0.09511806
Csf2ra,0.09488676
Dync2i1,0.094808534
Abtb1,0.09474474
Arnt2,0.0946848
Rgl2,0.09468004
Smim4,0.09450386
Pdgfra,0.09439251
Emc2,0.094234765
Serpinf1,0.09421917
4931406C07Rik,0.094213605
Grina,0.09420999
Ring1,0.0941078
Acad8,0.09406026
Folr1,0.09400943
Trub1,0.09400389
Lyz2,0.0940019
Katnip,0.09398124
S100a13,0.09396276
Ddit3,0.093753465
Prkg1,0.093722165
Tbce,0.09353055
Trp53bp2,0.09346903
Msrb3,0.093429446
Snap29,0.09342613
Bbs2,0.093274884
E130307A14Rik,0.09316866
Dpm3,0.09310728
Eif2ak2,0.0927749
Gnpda2,0.092716075
Phlpp1,0.092601545
Col5a2,0.092598096
Ocrl,0.09255173
Stx17,0.0922359
Anks1,0.0922273
Gm49797,0.09213955
Alad,0.092119366
Spopl,0.09204594
Zfp346,0.09193989
Pdlim5,0.091891155
Chpt1,0.09147258
Id1,0.0914416
Swap70,0.091243036
Slc43a2,0.09119922
Fxyd1,0.09115155
Rragd,0.0911076
2700081O15Rik,0.091078006
Map7d1,0.09104924
Ap4m1,0.0909338
Haus7,0.09090856
Abcb1b,0.090864316
Bgn,0.090756126
Bcl9,0.090662256
Ephx1,0.090312354
Wdr45,0.089996636
Zcchc24,0.089992434
Vti1b,0.089913696
Kcnk3,0.08990413
Atxn3,0.0897172
Pmepa1,0.089632735
Ust,0.08958611
Mtr,0.08952985
Pigp,0.08942623
Usp53,0.0894103
Mapk8ip3,0.08931868
Fhl2,0.08926215
Adcy6,0.08921954
Nrp2,0.0892019
Hars2,0.08912281
Asah2,0.089113094
Mgst2,0.08909941
Trip10,0.08896092
Tcn2,0.0887579
Gm15866,0.088689916
Nr3c1,0.088564925
Optn,0.088440895
E330017L17Rik,0.08840443
Prr16,0.088368826
Hadhb,0.088305615
Prkn,0.08829237
Micu1,0.0881755
Ift57,0.08817257
Pgm3,0.08812221
Rbms2,0.087805055
Kifc3,0.08780388
Kin,0.087702855
Srr,0.08769113
Nbl1,0.08763991
Maf,0.08759193
Cog7,0.08731937
Ric8b,0.08718623
Hsd17b7,0.08717093
Tcp11l2,0.08707869
Ptpn3,0.086962186
Ppm1m,0.086900085
Rnf144a,0.08687696
Lpar6,0.08682976
Tmem47,0.08671543
Asrgl1,0.08670962
Golga1,0.08665856
Dzip1,0.08664932
Agtrap,0.08663666
Flcn,0.08659543
Snhg12,0.08657093
Ptgr2,0.086497
Pnpla7,0.08637184
Ackr3,0.08616625
Map3k1,0.08616578
Mcts1,0.08615613
Mical1,0.086088195
Tenm3,0.08604201
Bphl,0.08599887
Upp2,0.08598934
Vwa5a,0.08592876
Ampd2,0.08583662
Mib2,0.08577032
Tmem87a,0.0857122
Lgals3,0.08563278
Invs,0.08559571
Farp1,0.08558911
Ldah,0.08557712
Klhl5,0.08555473
Osbpl1a,0.08554564
Plgrkt,0.08552988
Jup,0.08552899
Tmem35a,0.08551692
Clcn2,0.08547381
Prxl2a,0.085047364
Znfx1,0.08492014
Igfbp6,0.08479884
Mccc1,0.08469267
Rassf8,0.08466262
Acyp2,0.08457309
Mpdz,0.0844441
Cgrrf1,0.08437252
Zbtb1,0.08433742
Khnyn,0.084262945
Uckl1,0.08418549
Stard3,0.084056385
Dvl1,0.08386625
Pdlim7,0.08382433
Pfn2,0.0837005
Foxj2,0.08369452
Rhoq,0.083629094
Zfp398,0.083619304
Nudt13,0.083466746
Snx10,0.08340872
Sfxn2,0.08338361
Klf12,0.08337327
Ctsh,0.083350115
Eef2kmt,0.08330384
Nqo2,0.08324747
Crot,0.083246864
2610037D02Rik,0.08308799
Smpdl3a,0.08302776
Akr1b10,0.08289065
Ldlrad3,0.08274218
Rusc2,0.082674645
Phactr1,0.08262881
Rnase4,0.082628064
Ccdc80,0.08257743
Taco1,0.08250701
Wt1os,0.08234139
Arhgef25,0.08233519
Tecpr1,0.08231322
Pygo1,0.08224088
Agpat4,0.082219586
Ostf1,0.082131565
Gpcpd1,0.08211583
Sdccag8,0.0817637
Eml3,0.08171865
H2-M3,0.081710115
Ssbp4,0.08154949
Gnptg,0.08153168
Plat,0.08143489
Zfp30,0.08139236
Idnk,0.081332915
Pepd,0.081223585
Dbn1,0.08121012
Iqcb1,0.08120844
Ccpg1,0.081162155
Ngly1,0.08113567
Lipa,0.080969006
Mpp1,0.0809459
Galnt15,0.08092377
Pced1b,0.08084081
Stxbp5,0.08083664
Ogn,0.08082428
Nr0b1,0.08079943
Ccdc9,0.08078759
5730455P16Rik,0.08072758
4933439C10Rik,0.080708906
Cd59a,0.08059806
Prickle1,0.08058871
Ryr2,0.080526516
Sbsn,0.080470346
Churc1,0.08045318
Angpt2,0.08038175
Fgf13,0.080307014
2510009E07Rik,0.08027211
Ankra2,0.08022082
Rabep2,0.08020247
Lockd,0.08001412
Elp4,0.07982876
Ttc21b,0.07977866
Zscan26,0.07972967
Arsb,0.0797251
Amdhd2,0.079706475
Stat1,0.0795709
Cavin3,0.07944017
Epdr1,0.07942086
Gm33989,0.07925389
4632427E13Rik,0.07922025
Efhd2,0.07915126
Pip4p1,0.07914508
Slc25a27,0.07913252
Junb,0.07912294
Slc38a6,0.07902354
Ptpn14,0.07900698
Zfp182,0.078999475
Dhrs1,0.07899012
Zfp809,0.07896098
Elk3,0.07886881
Uggt2,0.07883
H2-T22,0.0787997
Chkb,0.07879418
Sorbs3,0.07865966
Acvr1,0.07855072
Rassf1,0.07850636
Antxr2,0.078419834
Sh3rf1,0.07834833
Mthfd2l,0.07832103
Wdr13,0.07825883
Snhg17,0.07797791
Eps8,0.07792335
Lifr,0.07783819
Flywch1,0.077772476
Nid1,0.07764108
Selenbp1,0.07759963
Alkbh6,0.0774704
Blvra,0.07742342
Ebp,0.07720868
Fn1,0.077096045
Sharpin,0.07706556
Pon2,0.077007905
1700025G04Rik,0.076964915
Nucb2,0.07694024
Zup1,0.076822355
Idua,0.07675222
Lrrfip1,0.0767275
Zyx,0.076722115
Zfp263,0.076715186
St3gal6,0.07667168
Plekho1,0.07660699
Kcnab1,0.07652677
Dbr1,0.07649664
Dalrd3,0.076325804
Bclaf3,0.076138146
Coa6,0.07610634
Wdfy2,0.07609782
P3h2,0.076079056
Stard10,0.075973
Tgfb3,0.0758989
Fam110b,0.07586947
Tmem100,0.07568389
2310039H08Rik,0.075626336
Dach1,0.07555459
Ehd2,0.075401
Wdpcp,0.075386986
Socs5,0.07530825
Dtx3,0.07528429
Eogt,0.07527504
Hivep2,0.07519517
Myh11,0.07514322
Rgs11,0.075123005
Thsd4,0.07509624
Heyl,0.07503566
Pip5k1b,0.07489976
Gatb,0.07467882
Prorsd1,0.07465287
Rgl1,0.0746064
Lncppara,0.074463084
Blvrb,0.074412905
Notch2,0.0743631
Pgghg,0.07429232
Uaca,0.07428285
Tspan5,0.07426528
Cdk17,0.07425562
Pfkm,0.074222066
Dexi,0.0739731
Gtpbp2,0.07379378
Dab2ip,0.07377531
Agrn,0.0736959
Guf1,0.073601425
Ift27,0.07343506
Reln,0.07337927
Col1a1,0.07332813
Tbc1d22a,0.073326774
C1qtnf12,0.07324348
Hoxd8,0.07319533
Bcl2l11,0.07319051
Lgmn,0.073092274
Kri1,0.07306765
Tmem175,0.072958454
Shc1,0.07271816
Acer3,0.07271115
Ap4s1,0.07262913
Gpn3,0.07258793
Bach2,0.072577804
Slc25a23,0.07255579
Glis2,0.07250052
Tagln2,0.07240281
Inafm1,0.0723995
Litaf,0.07233355
Plscr4,0.07220714
Cdh11,0.07213056
Msrb2,0.0718958
Yipf2,0.07187563
Rhou,0.071755536
Micu3,0.07174618
Mlh3,0.07170422
Tmem126b,0.07167749
Esr1,0.07159432
Hmgn3,0.07155741
Slit3,0.07144032
Mcoln1,0.07141661
Arrb1,0.07140025
Celf2,0.071281515
Rnd2,0.07121796
Rbfox1,0.0710328
Rmdn1,0.0710163
Grk5,0.070999354
Dpp7,0.07095429
Nectin2,0.07089421
Klc4,0.07089359
H2bc4,0.07086273
Fkbp7,0.070672765
Nob1,0.07053569
Agl,0.070401914
Etfrf1,0.07036218
Mid1,0.07023907
Col4a4,0.0701168
Mtus1,0.06992583
2510002D24Rik,0.069872476
Cdc42bpg,0.06984233
Zfp408,0.0698043
Msrb1,0.06976839
Rab8b,0.06969895
Six5,0.069683336
Gstk1,0.0696721
Gucy1a1,0.069614775
Rabepk,0.069587275
Sema6a,0.069542855
Ndrg3,0.06952871
Triap1,0.06935735
Dtna,0.06931462
Parp6,0.069256276
Fnbp1,0.069256015
Leng8,0.06909686
mt-Nd6,0.06904377
Abcg2,0.06904334
Flnb,0.06902936
Ugcg,0.068990946
Zfp52,0.06892233
Mex3b,0.06888159
Eepd1,0.068786696
Bcl6,0.068689086
Psmb8,0.06868874
Sik2,0.068577714
Zbtb4,0.06856884
Uvssa,0.06855124
Trmt13,0.06849769
Eva1b,0.06849418
Nckap5,0.06802732
Pycard,0.06801377
Dkk3,0.067605525
Mcrip2,0.067603074
Mpp7,0.067587085
Mettl7a1,0.067584194
Mideas,0.067579016
Miip,0.0674113
Ptgr1,0.06741025
Irf1,0.06731815
Plekhg1,0.06726249
Pmp22,0.06720202
Vps13c,0.06716902
Gm16124,0.06714998
Sfrp1,0.06708355
Gm44250,0.06701196
Zfp90,0.06679066
Por,0.06675734
Gripap1,0.06673088
Tmc6,0.06671997
Coch,0.066544466
Rab10os,0.06650541
Nrp1,0.06646571
Pak6,0.066393495
Septin8,0.06637124
A530020G20Rik,0.066287085
Sp3os,0.066220544
Pde5a,0.066102855
Arhgap23,0.06587898
Ssh2,0.065826416
Mdk,0.06581542
Ecm2,0.06576048
H1f8,0.06556403
Wdr83,0.06552981
Aifm2,0.06534862
Uap1l1,0.06532418
Lrif1,0.06527972
Cers4,0.064964496
Ankrd16,0.06486996
Pde10a,0.06468424
Rras,0.06466414
Vamp2,0.064646356
Rufy2,0.06461583
Boc,0.06446389
Il1rapl1,0.06440951
Htatip2,0.064283155
Lyst,0.06412388
Bcl2,0.06403146
Ikzf2,0.0640249
Zfp688,0.063991584
Plekhg2,0.06393335
Hspa12a,0.063873425
Snhg3,0.06384096
Amer1,0.06379582
Apobec3,0.06353579
Spred2,0.063452534
Gk5,0.06341322
Ifngr1,0.06340735
Usp54,0.06334566
Map11,0.06333596
1600020E01Rik,0.063301295
Slc17a5,0.0632193
Hlf,0.06311913
Sh3bgr,0.062999345
Tnfrsf12a,0.06283631
Cab39l,0.06282441
Mpg,0.06281808
Plekhn1,0.06279969
Btg1,0.06274785
Ubxn2b,0.06257685
Qtrt1,0.062484983
Mtrf1l,0.062484585
Kalrn,0.062316667
Tmem109,0.06231486
Pip4k2b,0.062198207
Mettl24,0.062145963
Tnc,0.0620784
Grm7,0.06206979
Orai3,0.062066566
Fahd1,0.062060293
Malt1,0.062020887
2810410L24Rik,0.062004946
Zrsr1,0.06197205
2900076A07Rik,0.061928075
Tcf21,0.061833378
Tep1,0.06174674
Clstn1,0.061744716
Cpeb3,0.061661314
Pygl,0.06157671
Tspyl2,0.061431237
Nprl3,0.061414726
Pitpnm2,0.061407384
Rdm1,0.061359
Phkg2,0.06134581
Dynlt2b,0.06125857
Ripor1,0.06122223
Trim3,0.061189815
Cars2,0.061159194
Pias3,0.061102655
Ifi30,0.060983006
Stoml1,0.060964014
Sat1,0.060869616
Rgmb,0.060866635
Stk19,0.060840495
Traf5,0.060839716
Entpd1,0.060839042
Cryzl2,0.060757767
Afap1,0.060752653
Slc27a3,0.060670774
Nlrp14,0.060605448
Setbp1,0.060551237
Snx29,0.060504463
Slc4a4,0.060495596
Fahd2a,0.06043524
Napepld,0.060303666
Mir22hg,0.060299385
Pi4kb,0.060294833
Egflam,0.060290445
Pced1a,0.060171477
C1ra,0.060002685
Plpbp,0.05999531
Tafa5,0.059933297
Dennd4a,0.059905324
Pmm1,0.059902072
Pon3,0.059885073
Serpinb9,0.059881438
Ifih1,0.05981269
Slc9a3r2,0.059810705
Ppfibp2,0.059802048
Meis2,0.05977546
Anxa1,0.059717443
Smtn,0.05964316
Fam120c,0.059608158
Tyk2,0.05955206
Ccdc163,0.0594474
Tpst2,0.05942332
Klf2,0.059393547
Palm,0.059338823
Homer3,0.059256338
Fam171a1,0.05921685
Apip,0.05915125
Sorbs1,0.059115406
Snx24,0.0591147
Rasa3,0.05906798
Glis3,0.059036937
Wdsub1,0.059025615
Thrb,0.05900729
Rmnd1,0.05894189
Tmem250-ps,0.058850635
Tbc1d32,0.058847476
Sfxn3,0.058842693
Cacnb2,0.05870408
Tgfbr2,0.058697253
Pkdcc,0.0584083
Rgs10,0.058346845
Mmaa,0.05831447
Parp9,0.058200184
Pwwp2b,0.058194272
Fbxo4,0.058103908
Hoxc6,0.058063112
Prnp,0.05805018
Kcnd3,0.057950497
Ksr1,0.057835888
Tmem219,0.057796035
Tle6,0.057709116
Tspan7,0.057670493
Krt18,0.05764214
Mtmr6,0.057623636
Lbh,0.057591215
Adam12,0.057584245
Zer1,0.05756226
Crem,0.05754215
Bean1,0.05747802
Lgals3bp,0.057356577
Nlgn2,0.057318423
Mafb,0.057085063
Klf10,0.05701364
Fbxl12,0.056918778
Nhsl2,0.056825053
Arhgef10l,0.056818295
Stard8,0.05678115
Zfp12,0.056759518
P3h3,0.056750827
Ptp4a3,0.056639962
Fgl2,0.056573253
Pamr1,0.056513518
Nr1d1,0.056408357
Cadps2,0.056396633
Pigc,0.056349866
Csrp1,0.05632672
Arhgap24,0.056291517
Kcnip3,0.056262564
Chp2,0.056258697
Aldh1b1,0.056248315
Fzd7,0.056241803
Trmt2b,0.056231618
Lgr6,0.05622275
Spsb2,0.05613741
Surf2,0.056080643
2810013P06Rik,0.056041367
Abca3,0.055964533
Sgk1,0.055845756
Cuedc1,0.05583029
Rhoj,0.05580773
Lama4,0.05556785
Clec1a,0.055510607
Snx21,0.055435687
St6galnac6,0.055283353
Slc4a3,0.055279113
Csdc2,0.05520686
Hoxd9,0.055197194
Gdf9,0.05519621
Snai2,0.055191778
Zdhhc14,0.055125266
Tmem53,0.055108838
Spata13,0.055094786
Tgfbi,0.05499503
Vps45,0.054884676
Isoc2a,0.05486848
Mr1,0.054720405
Daam2,0.054615516
Cacnb3,0.054585468
Vit,0.054419074
Rrnad1,0.054416575
Srgap1,0.05436315
C2cd2,0.054308996
Klhdc8b,0.054290913
Arl6ip5,0.054196116
Sec14l1,0.054154146
Nmi,0.054059137
Serping1,0.054010395
Tnik,0.05395141
Rapgef5,0.05389408
Btg2,0.05383432
Mfsd11,0.053783268
Lsamp,0.05372915
Tdrd7,0.05365195
E4f1,0.053635933
Arhgef40,0.053611293
Dgkb,0.053585663
Rnd3,0.053523976
Palld,0.0534965
Irf9,0.053458244
Acot1,0.053390075
Matn2,0.053365573
Jrkl,0.053323824
Dnajc4,0.053312242
Spata6,0.053284902
Nacc2,0.053246632
Pofut1,0.053210013
Cadm1,0.053172614
Ggct,0.0531668
Wdyhv1,0.053147916
Slc29a1,0.052990515
Col16a1,0.05296266
Traf3ip2,0.052771144
Gtf2ird2,0.052769504
Ppcdc,0.05274658
Plac8,0.052648693
Timp1,0.052641645
Cdc14b,0.052587308
Itga1,0.05253316
LTO1,0.052479554
Mitd1,0.052318756
Plk2,0.052315496
Smim1,0.05212992
Cacna1c,0.052068662
Gulp1,0.051930055
Vav2,0.051880106
Grb10,0.051861852
Wnt4,0.05183802
Syngr1,0.05176934
Bcl2l10,0.0517156
Tmeff2,0.051682588
Erich1,0.05161994
Nhs,0.051584452
Tgm2,0.051540893
Mndal,0.05152392
Pnmal2,0.051493064
Dclre1c,0.051474996
Kcnb2,0.051429663
Hivep3,0.051366966
Cgn,0.051323976
Pcyt2,0.051314227
Myadm,0.051301703
Lpar4,0.05124778
Hs6st2,0.051234934
Poli,0.051112313
Kirrel,0.051066604
Ddb2,0.05101031
Crip1,0.051009487
Letm2,0.050955158
Col5a1,0.050922383
Ctss,0.050920364
Ephb4,0.050757132
Unc93b1,0.050743293
Chic1,0.050710317
1110032A03Rik,0.050663393
Gramd4,0.05051978
Irak2,0.05038196
H2-Ab1,0.0503784
Colec12,0.05035196
Gt(ROSA)26Sor,0.05029263
Tmem218,0.050292015
Vamp5,0.050284542
Snhg16,0.05026603
Cav1,0.050236616
Pard6g,0.050214592
B130024G19Rik,0.050199676
2610035D17Rik,0.0500934
Cdkn2c,0.05006421
Emp1,0.050049756
Sugct,0.0500385
Plppr3,0.05002016
Zfp53,0.05000358
Septin1,0.04995764
Hoxd3os1,0.049876686
Dusp3,0.049811676
Stard9,0.049780775
Dhcr24,0.049780156
Cnn2,0.049776856
Ddr2,0.04976725
Samd4,0.04974943
Gm49708,0.049739946
Tpst1,0.049713712
Itgb3,0.049707636
Mmp2,0.049650006
Hbb-bs,0.049620297
Arhgef5,0.04957555
Kank3,0.049552534
Kcnk1,0.04951673
5730409E04Rik,0.04938435
Wdfy1,0.049289834
Gbp7,0.04918468
Khdc1b,0.04908978
Ncam1,0.04897078
Snrk,0.048964124
C86187,0.048962027
Zfp521,0.048959162
Pex11a,0.048868302
Npr1,0.04881869
Col6a2,0.048757702
Jpx,0.04863295
Srd5a1,0.048597913
Ttc12,0.048575286
Spon1,0.048566803
Shfl,0.048550595
Col15a1,0.04847853
Gpr155,0.048401512
Tcea3,0.048389018
Dgkh,0.04830836
Lgals4,0.048269264
Gnao1,0.04826055
Ccdc141,0.048204567
Actg2,0.048195902
Mob3b,0.0480368
Ppm1h,0.048023038
Slc25a37,0.04801727
Dapp1,0.04801337
Cgnl1,0.047886938
Frrs1,0.04774012
2810403D21Rik,0.047662057
Ndor1,0.04760241
Gpc3,0.047547586
Rgs3,0.04751915
Alpk1,0.04748303
Tst,0.047437426
Fam219b,0.047419887
Rps6ka1,0.047383904
Hoxc4,0.047354445
Tasp1,0.047327984
Emc9,0.047306515
Lrrk2,0.04724677
Fbxo6,0.0472136
Tcta,0.04712368
Dhdh,0.047122616
Map1a,0.047037225
Pigbos1,0.04701382
P2rx4,0.047005203
Zfp710,0.046992574
E330034G19Rik,0.046961974
Prdm11,0.04687663
Prrg1,0.046861935
Btg4,0.04685377
4930511M06Rik,0.046852123
Osbpl3,0.04676955
Fam171a2,0.04671735
Dtx4,0.04664382
Gng11,0.046639465
Slx1b,0.04657519
Adamts1,0.04649115
Adhfe1,0.046446845
Il1r1,0.046444695
C1qb,0.046401866
Gsdmd,0.046278983
S1pr2,0.046265572
Bahd1,0.046221677
Cyp4f13,0.04615387
Tmem243,0.04607841
Nsmf,0.046055924
Kazn,0.046038754
Gadd45g,0.046030466
Eml1,0.04602468
Jcad,0.046003554
Hdac7,0.04597789
Iffo1,0.045970187
Cmbl,0.045954604
Itpripl2,0.045911994
Gm4258,0.04587943
Padi6,0.045866936
Iqsec2,0.045864675
Trim61,0.045717474
Tspan9,0.04571724
Lum,0.045621846
Nxnl2,0.04558166
Dnase2a,0.04554787
Nr3c2,0.045537833
Stc1,0.045419313
Avpi1,0.045365937
Egfl7,0.04535731
Arrdc4,0.045299914
Cerk,0.045224205
Atg4a,0.04519111
Parp14,0.045139443
Abi3bp,0.04505761
Tyw5,0.045057364
Klhl26,0.045054812
Nek8,0.044932812
Bdh2,0.044858243
Rab7b,0.044852514
Ankrd24,0.044837024
C1qc,0.044729985
Mettl17,0.04471962
Zfp354c,0.044678327
Plcl1,0.044582795
Kctd17,0.04446231
Mapk8ip1,0.04440947
Mapre3,0.04432399
Tmem38a,0.044318024
Apbb3,0.04430361
Vps37b,0.04411621
1700012D14Rik,0.044070423
Unc5b,0.044028793
Per3,0.04393152
Lmo7,0.043908313
Dok1,0.04383068
Clcn7,0.04377855
Parp10,0.04370422
Cdk14,0.043697543
Gm17491,0.043696955
Abhd2,0.04364596
Zfp692,0.04362981
Pcsk7,0.04360615
Abca6,0.043559004
Scara3,0.04355481
2610507I01Rik,0.04348159
Selenom,0.04348059
H2aw,0.043466896
Ccdc122,0.04342463
Kcnab3,0.043424048
Ppp1r18,0.043392077
Hk1,0.043228358
Dysf,0.04319655
Piezo1,0.04319329
Gramd3,0.043132294
Adam15,0.04305659
Lrrc17,0.04305032
Fry,0.04300394
Ganc,0.04295055
Adgrl3,0.04292434
Dock8,0.04286274
Runx1t1,0.042814184
Xkr6,0.04279224
AI480526,0.042784564
Plcb1,0.042760145
Cd34,0.042756576
Meis1,0.04271133
Trim47,0.04251174
Piezo2,0.04242965
Tgfa,0.042405974
Ppp1r14a,0.042391114
Ifi35,0.042357404
Pxmp4,0.042330917
Mob3c,0.042282462
Slc22a17,0.04223857
Elobl,0.042153582
Ccdc82,0.04215016
Prcp,0.04213282
Zfp703,0.042004075
Gimap9,0.042002097
Dpp6,0.041937534
Entpd5,0.04193459
Camta2,0.041805144
Gm37376,0.041791547
Pdpn,0.041788314
Rftn1,0.04178444
Cspg4,0.041781723
Gm20696,0.04172305
Loxl2,0.04171902
Gm21691,0.041615978
Cyp2j6,0.04154568
Alcam,0.041527938
3110056K07Rik,0.041514456
Sema6d,0.04151204
Pacsin3,0.041507207
Sirpa,0.04146221
Bpifb4,0.04144461
Tbx3,0.04143662
Hoxd4,0.041406408
Pim1,0.041382175
Cyp27a1,0.041289568
Peg3,0.04123576
Arrb2,0.041159462
Atg16l2,0.04115582
Spef1,0.041124728
Wdr44,0.041087244
Dnm3,0.041077975
Flrt2,0.04104046
Prkd2,0.040969335
Fzd6,0.04090178
Gm49599,0.040874336
Slc43a3,0.04078283
Tcirg1,0.040767647
0610009L18Rik,0.040663097
Ets1,0.0406031
Mpc1,0.04056242
Tnip2,0.040494345
Tiam2,0.040481742
Cavin2,0.04047351
Rnf135,0.04046766
Zfp36,0.040439866
5430405H02Rik,0.040420253
Tbc1d9,0.040388115
Dancr,0.040383816
Anxa11,0.040347792
Fam214b,0.040306877
Kbtbd3,0.04028763
Tceal1,0.040203013
Amy1,0.040163454
Npm2,0.04014203
Dzip1l,0.04012633
Frmd4b,0.04007171
C2,0.040060792
Doc2b,0.040060665
Prickle2,0.04005796
H6pd,0.040033504
Kif5c,0.04001492
Mxra8,0.03991119
Gm13986,0.03985213
Ecm1,0.039839346
Ago4,0.039822385
Pea15a,0.039799005
Cdkn1c,0.039734576
Isoc2b,0.03971322
Ttc39b,0.039691545
Aldh5a1,0.03966233
Hoxc8,0.03964871
Camkmt,0.039602
Arsk,0.039492726
Ndn,0.039486144
Lhcgr,0.039455745
Cacnb4,0.039419305
AI413582,0.039229915
Tnfaip8,0.03918469
Snhg11,0.039165717
Naprt,0.039141033
Decr2,0.039117005
Pde4d,0.039018787
Ndrg1,0.038965687
Ccdc57,0.038867686
Il34,0.038867287
Rassf2,0.03874189
Zfp780b,0.03873741
Pltp,0.038715016
2010320M18Rik,0.038666524
Fign,0.038621254
Osr2,0.038587023
Cobll1,0.03852621
Ppox,0.038524713
Stox2,0.038469624
Tmem41a,0.03846895
Specc1,0.038427863
Ap5z1,0.038408093
Pdk2,0.03840209
Rims2,0.038395155
Hacd4,0.038324937
Ccdc102a,0.038235594
E330021D16Rik,0.038177934
Trim12a,0.038157407
Gm20457,0.038131904
Zfp949,0.038110297
Tox,0.038094025
Tmem191c,0.03808425
Irgm1,0.03807534
Spats2l,0.038061354
Ctsc,0.0380501
Zmym6,0.038020387
Dipk1a,0.03798494
Glb1l,0.03798133
Ralgds,0.037928898
Niban1,0.03791372
Retreg1,0.037913166
Plekhg3,0.03790502
Pou6f1,0.037904557
Plekhh3,0.037850626
Ifi27l2a,0.037848353
Pcx,0.037792906
Tbc1d16,0.037779387
Slc39a1,0.037633132
Coq8b,0.03759271
Ddx58,0.037592288
Runx2,0.03758045
Mrc2,0.03745434
Cnp,0.037362758
