gene,logfoldchange,pval,pval_adj
Haus2,0.74450576,3.2212842174858594e-09,1.5091064342830547e-08
Noc3l,0.74361205,3.3059614941429505e-09,1.546918023557583e-08
Cenpc1,0.65096253,3.3141548467809246e-09,1.5504861168893004e-08
Cherp,0.61258596,3.3164503397961388e-09,1.551294220103717e-08
Zfp90,0.8864114,3.3210565487463282e-09,1.5531827158345495e-08
Usp14,0.5585945,3.3521158782616457e-09,1.5671715723318102e-08
Zfp354c,1.1544597,3.3560755755562017e-09,1.5687541763295836e-08
Fbxo36,1.1093887,3.364493411983121e-09,1.5724197813655454e-08
Sft2d2,0.75349,3.3833899484825655e-09,1.5809805881126045e-08
Ccdc112,1.0405371,3.4105721064528996e-09,1.5931368729252953e-08
Lyrm2,0.6253016,3.4289934252890256e-09,1.601467798335037e-08
Kcnd3,1.089305,3.435256456906382e-09,1.603844169680488e-08
TUSC3,0.50567114,3.4339765273530537e-09,1.6035207991503407e-08
Usp31,0.96329695,3.4544420866248094e-09,1.6122501246344813e-08
Cenpb,0.49512824,3.520006534268065e-09,1.6417276803061322e-08
Ccdc77,0.8506056,3.527370829494117e-09,1.6448813963736615e-08
Zfp36l2,1.4539177,3.535882746357197e-09,1.6485691021822156e-08
Nfkbil1,0.75263864,3.5771752258817505e-09,1.6675365407589114e-08
Slc4a11,2.3044384,3.5977884815823135e-09,1.6768593190959696e-08
Tent4b,0.6245483,3.603004789022286e-09,1.679003921397431e-08
Tom1l1,0.587192,3.6299060720770327e-09,1.691251288155618e-08
Kdm4b,0.97815,3.653699915650851e-09,1.7020468997955157e-08
Manea,1.1051227,3.6600247904387626e-09,1.70470243693875e-08
Chmp5,0.5374427,3.6655147686762484e-09,1.706968271007464e-08
Xpnpep3,0.78541934,3.667043916326721e-09,1.707389154970472e-08
Pgap2,0.52992517,3.710401098171567e-09,1.7263987931727726e-08
Nuak1,1.2266599,3.7541183855685676e-09,1.746405038841468e-08
Dpagt1,0.9147286,3.7546780859244105e-09,1.746405038841468e-08
Slc26a11,1.4360722,3.790716260738876e-09,1.7625668608132412e-08
Eml5,1.3452234,3.824575708112039e-09,1.7780076716939045e-08
Ccdc91,0.5980165,3.839217250282474e-09,1.784510530889724e-08
Gm10033,1.0867189,3.856787049687128e-09,1.792066998257448e-08
Bet1l,0.68164074,3.860180830913786e-09,1.793338731094761e-08
Pigk,0.5012044,3.8699005877423205e-09,1.797548413527196e-08
Ctso,0.9413054,3.878147454943509e-09,1.8010726307590175e-08
Wdr70,0.70046294,3.915203172776105e-09,1.817972656909966e-08
Specc1l,0.4905267,3.917759877060402e-09,1.8188505003125346e-08
Rhoa,0.41992316,3.971160682707312e-09,1.8430154703375448e-08
Nom1,0.5525866,3.981359785347662e-09,1.84743484397259e-08
Pip4k2c,0.7139772,4.037202572688711e-09,1.873028748379267e-08
Slc5a3,1.0177213,4.058337111431909e-09,1.8825140698849033e-08
Gdnf,1.4919245,4.069314582918637e-09,1.8872854774490835e-08
Grpel1,0.39880243,4.0817274562399095e-09,1.892720868507443e-08
Slc25a39,0.34125406,4.08639694427207e-09,1.8945643703423383e-08
Ppil2,0.57886654,4.191954414862384e-09,1.942514110471617e-08
Crppa,1.0005484,4.2225678984035914e-09,1.9563680863755855e-08
Dazap1,0.4193274,4.297700799453805e-09,1.9908402600523792e-08
Tmem167,0.4604235,4.330502902333521e-09,2.005354829416759e-08
Kcnc2,2.643942,4.384321150665405e-09,2.029932514441539e-08
Uso1,0.49904895,4.414415978094013e-09,2.0435198279060842e-08
Dcaf12,0.54216754,4.505024381193112e-09,2.084404010840799e-08
Scara3,1.2244977,4.5301427763527376e-09,2.0935424546844753e-08
Dip2a,0.76169413,4.605042917950446e-09,2.1277963579082927e-08
Stx12,0.56651044,4.617095248009792e-09,2.1330042564536607e-08
Ccser2,0.50838083,4.636983537678597e-09,2.1418298347020597e-08
Chordc1,0.50886106,4.7054873366505974e-09,2.1727366946147685e-08
Cdk10,0.65932494,4.7430798010935514e-09,2.1897245148673863e-08
Tmem186,0.74619865,4.784370670900123e-09,2.2084137350394933e-08
Snip1,0.92599845,4.80402631578211e-09,2.2171117393475145e-08
Cdc20,0.6288861,4.857707964097546e-09,2.2407501358972005e-08
Tbc1d10b,0.735328,4.878319408298917e-09,2.2494976322375498e-08
Cbx3,0.96731246,4.960298607870614e-09,2.285755829378757e-08
Igdcc4,0.6743441,4.960179825267251e-09,2.285755829378757e-08
Cep20,0.5297503,5.117153414405413e-09,2.356842774519416e-08
Kat7,0.6823497,5.184551746249315e-09,2.387079533353205e-08
Mbd3,0.43671012,5.183568179473155e-09,2.387029212416184e-08
Gm28410,1.9138061,5.236276965199045e-09,2.4072414544675793e-08
Ndufa6,0.27751872,5.2438694447564924e-09,2.4103260513499412e-08
Pdrg1,0.4824787,5.253791651663971e-09,2.4144802805147514e-08
Col4a4,0.914379,5.280906596574992e-09,2.4257165680734694e-08
Pomgnt1,0.650687,5.3103065533559555e-09,2.438810762426874e-08
Mrpl39,0.5145246,5.323062022836779e-09,2.444257692726414e-08
Hcfc2,0.8298148,5.443908465588578e-09,2.4984876926536385e-08
Gucd1,0.76997423,5.45592296623687e-09,2.5035809201204245e-08
R3hcc1,0.76619625,5.468299559323657e-09,2.508838562732546e-08
Mdm2,0.5487035,5.4717863134096555e-09,2.5100164938680078e-08
Atad1,0.56571853,5.486908004088835e-09,2.5165303080066767e-08
Ppp1r15a,0.8713696,5.545524634969014e-09,2.5412799447559417e-08
Cep126,1.2802484,5.5926159205709e-09,2.561999873814552e-08
Edem2,0.6343455,5.597897568173888e-09,2.5639892183165854e-08
Haus6,0.8723978,5.635043976413668e-09,2.5801376100624246e-08
Taf2,0.7805094,5.682381670202516e-09,2.6009399286092084e-08
Cstf1,0.7559709,5.740107385635378e-09,2.6268108296955532e-08
Sdcbp,0.41509613,5.740827096214104e-09,2.6268108296955532e-08
Mrps31,0.5818825,5.830674263170313e-09,2.667027967956761e-08
Zeb1,0.5204539,6.060325484212624e-09,2.770680956052533e-08
Gk5,0.94256425,6.068027382546041e-09,2.7737376799875198e-08
Txndc17,0.33544835,6.097399061515896e-09,2.786273902412383e-08
Elp4,0.801642,6.14524343092617e-09,2.8066841986379593e-08
Comt,0.5978592,6.150098891777874e-09,2.8081905235795294e-08
Fbxo3,0.4885142,6.172823615357083e-09,2.8178666304981515e-08
Prelid2,1.00136,6.214918736717201e-09,2.8348602127172802e-08
Ehbp1,0.5154884,6.215241267745537e-09,2.8348602127172802e-08
Bivm,1.0469447,6.253690272387322e-09,2.8514446477453417e-08
Maz,0.7030768,6.25364007964305e-09,2.8514446477453417e-08
Spata7,1.1057347,6.305442697609584e-09,2.8737671130229324e-08
Wdr77,0.71871954,6.316184863808011e-09,2.878017278647365e-08
Eps15l1,0.64683396,6.322227567526543e-09,2.8802899929280357e-08
Mov10,0.70842236,6.336977157505363e-09,2.886527983506322e-08
Limd1,0.5375596,6.424300931482722e-09,2.9258163191371602e-08
Vps36,0.46896866,6.435265178386184e-09,2.93032096673579e-08
Hip1,0.5873559,6.456416149414493e-09,2.9386530671749113e-08
Tsc22d2,0.693404,6.456792202315604e-09,2.9386530671749113e-08
Nub1,0.49702746,6.465381704869342e-09,2.942071944800794e-08
Zc3h10,0.92591304,6.529645627654914e-09,2.9708201061800055e-08
Dync2i1,0.760323,6.606900305334074e-09,3.005468161221863e-08
Septin1,1.0872828,6.6731896166663415e-09,3.035117376375831e-08
Panx1,0.96135056,6.7168696228066116e-09,3.054475205054778e-08
Coprs,0.91546136,6.727355855429616e-09,3.058734336732636e-08
Phf12,0.5396191,6.740154466665492e-09,3.064043246809323e-08
Pde1a,0.6447518,6.877091431654594e-09,3.1257737199677945e-08
Ano10,0.77848,6.908733558131237e-09,3.1396330282566106e-08
BC004004,0.6034636,6.942017310395878e-09,3.154233626655661e-08
Med30,0.6764089,6.951300873333667e-09,3.157926251990501e-08
Zfp512b,0.7485081,7.019200776960386e-09,3.188242202850598e-08
Dcbld1,1.0543661,7.0393390625681234e-09,3.196857525370883e-08
Apobec3,0.891546,7.108358887444024e-09,3.227128744660528e-08
Actr10,0.45537063,7.13109850373026e-09,3.236914088900204e-08
Dmd,0.6197671,7.18078262439081e-09,3.2589246674491734e-08
Plec,0.5786467,7.228122538714017e-09,3.279864212639335e-08
Sde2,0.74527186,7.409200478917568e-09,3.360913784281215e-08
Exoc2,0.70198274,7.488400137236585e-09,3.396275563903164e-08
Sec24d,0.6296211,7.513109353726563e-09,3.406916204696834e-08
Gtf2ird2,1.0107421,7.630567184438579e-09,3.456734292960453e-08
Aldh6a1,0.6175221,7.633089865943381e-09,3.457303460681024e-08
Prpf39,0.52330637,7.689109326133263e-09,3.4820990534320197e-08
Rasgef1a,3.241491,7.817321281694853e-09,3.5384005794780265e-08
Styx,1.150396,7.811455755631459e-09,3.5363318934837626e-08
Kctd10,0.70089614,7.841465284324012e-09,3.5487407037609566e-08
Klf12,0.8179204,7.906166513707221e-09,3.576836194262606e-08
Ggps1,0.609644,8.057903620244308e-09,3.644879763809317e-08
Vps50,0.79064137,8.065392727914662e-09,3.647663038765181e-08
Zfp408,0.87503046,8.08320853688843e-09,3.6551149831511226e-08
Fbxw17,1.0268667,8.092593371763837e-09,3.6587527211337646e-08
Kdm6b,0.6198087,8.101483910571654e-09,3.662165814740693e-08
Mettl8,1.016964,8.120232383320388e-09,3.670033185926114e-08
Ywhab,0.28259495,8.173915132691518e-09,3.69368429109362e-08
Chd1l,0.86766714,8.271059987191879e-09,3.7369642699040186e-08
Lnx1,1.2786094,8.292428964234448e-09,3.745999139816233e-08
Gm37033,1.7602677,8.355451210350831e-09,3.772596070716202e-08
Atp5o,0.30978742,8.342602132344305e-09,3.7680407943655343e-08
Bckdha,0.60981154,8.348365173024448e-09,3.77002008466898e-08
Endov,1.0142531,8.401392595276188e-09,3.792085006262618e-08
Mccc2,0.8065096,8.442072504494754e-09,3.809816621325955e-08
Tcf7,0.838955,8.444877083921483e-09,3.810452471034676e-08
Gm38125,2.470858,8.471952085416784e-09,3.8220374717140525e-08
Foxo4,0.7942401,8.514592030535119e-09,3.840639454976051e-08
Mis18bp1,0.8372919,8.52420493518321e-09,3.8443403922250944e-08
Secisbp2,0.7719165,8.631282414910672e-09,3.8913458351107345e-08
Gpatch2l,0.85572916,8.739808653584836e-09,3.935075786095428e-08
Arl6ip4,0.4115148,8.791741051342754e-09,3.957805538743796e-08
Gm28730,1.4577641,8.805171358196641e-09,3.963198048019171e-08
Champ1,0.68064845,8.823384867067653e-09,3.9707413388091004e-08
Ccdc25,0.61531484,8.82721820096813e-09,3.971811775560857e-08
Gosr2,0.683216,8.834104832112449e-09,3.97425546599384e-08
Wars2,0.87845194,8.866528542832454e-09,3.9881849885494974e-08
Ttc37,0.70335954,8.930522430453019e-09,4.0163079215723736e-08
Lage3,0.54073286,8.991322029464697e-09,4.0429852663121644e-08
Yipf5,0.5989282,9.052254355480874e-09,4.0697134969157635e-08
Wdr75,0.605407,9.124878329864413e-09,4.101013218770174e-08
Pik3c2a,0.6040209,9.134009927444767e-09,4.104441623584998e-08
Wipi2,0.49710038,9.20284067907767e-09,4.1270152391232945e-08
5031439G07Rik,0.6894292,9.291769270420168e-09,4.165733602467682e-08
Nradd,0.9811978,9.3353552945304e-09,4.184587187761673e-08
Xab2,0.5532817,9.353720428248184e-09,4.192131136777087e-08
Lonp2,0.49799085,9.396459139467142e-09,4.209212861113558e-08
Scamp1,0.5711913,9.43586584838849e-09,4.226172002272817e-08
B3gat3,0.6785306,9.470689363516543e-09,4.241073178482732e-08
Zfp942,1.1332629,9.509708765416489e-09,4.257848121058813e-08
Opa3,0.68768346,9.58652469232188e-09,4.291537689366524e-08
Eapp,0.51048815,9.627165090239104e-09,4.307612069137959e-08
Gnpda1,1.0249517,9.664083277912841e-09,4.3229129259690945e-08
Gstcd,0.9310331,9.66452789075023e-09,4.3229129259690945e-08
Hspbap1,1.1419595,9.927310347625003e-09,4.439000236180895e-08
Tigd2,0.8343008,1.0174072230428504e-08,4.547105812856268e-08
Eif2d,0.7509903,1.0188617403386492e-08,4.552861226917536e-08
Tmod2,1.5234692,1.0242511069184361e-08,4.57619505354182e-08
Kmt5a,0.4014244,1.0327468287397365e-08,4.6118885615114536e-08
Zfp407,0.72716016,1.0355640720388273e-08,4.623713141271644e-08
Fntb,1.020634,1.0427054500959899e-08,4.654076655872292e-08
Synj2bp,0.6004503,1.0443391688002263e-08,4.660606787471817e-08
Trappc12,0.7535563,1.0605265581901096e-08,4.731300101023621e-08
Mepce,0.641312,1.0603686494571566e-08,4.731300101023621e-08
Zfp74,0.9121265,1.0760831556713234e-08,4.799134008378657e-08
Snx2,0.4931639,1.0783918077201309e-08,4.808644704586434e-08
Mrps10,0.56866163,1.0792222142454753e-08,4.8115617432306034e-08
Rnps1,0.8132481,1.0809555952440494e-08,4.8185029578691074e-08
Golga1,0.7028923,1.0875642726824114e-08,4.847170639413627e-08
Amer1,0.87642604,1.091319406575098e-08,4.862319477434709e-08
Nphp1,0.7167006,1.099875153978056e-08,4.8980413193708794e-08
Map3k10,0.7020063,1.1078378652578384e-08,4.932696874614279e-08
Hps5,0.9233295,1.1106808580836419e-08,4.9445490735786195e-08
Siah1a,0.69642913,1.113719324497853e-08,4.957267479094372e-08
Mfsd1,0.5822591,1.1235129355885666e-08,5.0000446096780166e-08
Selenok,0.33842105,1.1255403510630027e-08,5.008251011257035e-08
Tmem41a,1.2437704,1.1325765764211311e-08,5.037957746737994e-08
Anks1,0.7070916,1.1325856004643375e-08,5.037957746737994e-08
Afg3l2,0.53975785,1.160456311769098e-08,5.1602505993862674e-08
Spout1,0.89135545,1.1610977024483545e-08,5.1622619394149854e-08
Tatdn1,0.72251976,1.1656941408048566e-08,5.181853976944806e-08
Slc44a1,0.5910226,1.1754956788197012e-08,5.2245740711076516e-08
Mis12,0.5853306,1.1836269067863921e-08,5.259001698289482e-08
Bag3,0.6022867,1.2041543448611995e-08,5.349337142490291e-08
Megf9,0.80357236,1.2075355825567205e-08,5.3634852790867314e-08
D5Ertd579e,0.6450681,1.229866805825986e-08,5.4600086828401465e-08
Ptpn3,0.7338551,1.2308226276055496e-08,5.463363713463554e-08
Tox,1.3490252,1.2411832923207593e-08,5.5084569945113286e-08
Dzip1l,1.2510587,1.2540405460371628e-08,5.5591928930756055e-08
Ngdn,0.4812501,1.2589175679396909e-08,5.579906876210613e-08
Gspt1,0.37387425,1.261471207507186e-08,5.5903178669970297e-08
Ppp2r2d,0.47974887,1.2656766853863191e-08,5.6080445538952734e-08
Bcl9,0.7060011,1.2700485970265963e-08,5.6260303726479826e-08
Bcl6,0.82944196,1.2791141774554936e-08,5.6611532480251807e-08
Gm13944,3.3026078,1.2828512630159108e-08,5.6767727770054154e-08
Sacm1l,0.6980905,1.2881124649627814e-08,5.699130551106598e-08
Gm26782,0.96013725,1.3052604150600554e-08,5.773128966853182e-08
Zc4h2,1.4794842,1.3354779264920812e-08,5.904867016520372e-08
Cuedc2,0.4354497,1.3574849611443841e-08,5.999257347705588e-08
1600020E01Rik,0.93515027,1.3658091587398021e-08,6.035068370460077e-08
Vrk3,0.60996985,1.3859616757392555e-08,6.123124859661634e-08
Rpap3,0.724084,1.390027381592743e-08,6.14009344760179e-08
Mast2,0.7418944,1.3935944452858268e-08,6.15385882898899e-08
Uqcc1,0.6058188,1.4156053243063099e-08,6.2500440118912e-08
Isg20l2,0.922125,1.4254767126842795e-08,6.292609650188986e-08
Cwc22,0.7312436,1.4285533906637344e-08,6.305171876057539e-08
Uba2,0.53512114,1.4344113724847333e-08,6.330003831089489e-08
Ak6,0.68354017,1.4500798008757052e-08,6.39604665643124e-08
Hsd11b2,0.97780687,1.482529043919135e-08,6.527574663138872e-08
Pigs,0.6700443,1.4898793823584402e-08,6.558880486380602e-08
Trap1,0.4759297,1.497316396578067e-08,6.590557726224563e-08
Nfrkb,0.6139449,1.53139606915958e-08,6.737303718379633e-08
Mettl6,0.65069026,1.5415012543140055e-08,6.769761741440452e-08
Dctn6,0.51606274,1.5491715591445268e-08,6.801259218415021e-08
Taok3,0.61547416,1.5619630539323432e-08,6.854110778128377e-08
Socs4,0.7254128,1.5641084191737205e-08,6.86242201007554e-08
Plpp5,0.83528906,1.5654343396663785e-08,6.867135889445875e-08
Git2,0.60742277,1.574096345784649e-08,6.904024502643899e-08
Xrcc4,0.7589881,1.579366879407641e-08,6.92602857508301e-08
1810030O07Rik,0.64378303,1.5814396845730627e-08,6.934004770820352e-08
Stx5a,0.43402267,1.5821765084280307e-08,6.93612158150458e-08
Ppp1r21,0.6732675,1.5882633345529035e-08,6.961687883014597e-08
Apaf1,0.7811419,1.594935409699078e-08,6.98981083322856e-08
Zkscan8,1.0464594,1.6138386052129785e-08,7.071519088128704e-08
Edrf1,0.6790309,1.619357538354444e-08,7.094563361632122e-08
Thoc5,0.7555457,1.6289373823489535e-08,7.135388633125859e-08
Trmt13,0.81695676,1.6363290314910183e-08,7.166617187487852e-08
Daxx,0.6555781,1.6761656776636424e-08,7.332855551554306e-08
Nr3c2,1.20773,1.6845369778158122e-08,7.36829751767144e-08
Lsm6,0.41816235,1.70088822417614e-08,7.437436128232087e-08
Mief1,0.815531,1.711524566899489e-08,7.482747037639191e-08
Rpa3,0.55485934,1.719829010325878e-08,7.517850059066195e-08
Srcap,1.0728669,1.7224015447605976e-08,7.525480777180124e-08
Wdr55,0.6853992,1.727088330320111e-08,7.544750829236798e-08
Phlpp1,0.68410647,1.7465251076665066e-08,7.627219292165487e-08
Focad,0.7416536,1.7646207119454444e-08,7.705011882016068e-08
Kif3b,0.6305834,1.7735455894798474e-08,7.742743081158983e-08
Plrg1,0.5101959,1.7785310943527506e-08,7.763266901536875e-08
Dph5,0.79006565,1.786725881761901e-08,7.797790401174102e-08
Ing2,0.68099785,1.805215500511147e-08,7.87722531731754e-08
Osbp,0.6376958,1.8065320274396187e-08,7.88171044186384e-08
Mrps15,0.48322842,1.822310599324977e-08,7.948010589995184e-08
Utp23,0.7984501,1.8302615172374618e-08,7.980138966006773e-08
Mlh3,0.79656225,1.8436652911942812e-08,8.036014279290782e-08
Gpatch4,0.6360556,1.8432725504238282e-08,8.03558525374769e-08
Strip2,1.7832466,1.8761453785331855e-08,8.174975625613081e-08
Acads,0.5461328,1.8841416267432462e-08,8.208507872182999e-08
Pkn1,0.5443508,1.887244693752324e-08,8.220715040446665e-08
Tcof1,0.5438081,1.891132513632041e-08,8.236336101403034e-08
Vps16,0.57285464,1.893975913463834e-08,8.247404204992514e-08
Zdhhc16,0.7445394,1.907216255421818e-08,8.302411578727981e-08
Nol9,0.7719423,1.942729585516606e-08,8.451145156714699e-08
Nop9,0.7355935,1.9429307456579194e-08,8.451145156714699e-08
Mier3,0.6677096,1.944717955851768e-08,8.454878080990577e-08
Rreb1,0.48051712,1.9442865626002407e-08,8.45434878462723e-08
Pex13,0.6049136,1.9470832296042742e-08,8.463813631250677e-08
Id1,0.7489123,1.949831336684256e-08,8.474410217365527e-08
Dynlrb1,0.27502623,1.9551710431248427e-08,8.496265317593122e-08
Agpat4,0.79020023,1.9580184435960863e-08,8.50728478127052e-08
Eny2,0.35227156,1.9709432885541305e-08,8.560716609512158e-08
4930556M19Rik,1.146405,2.0013165406067884e-08,8.691259027864982e-08
Katna1,0.6090167,2.009241573624515e-08,8.722900728998271e-08
Usp37,0.6228862,2.0140615419765826e-08,8.741046301158263e-08
Xpot,0.58856237,2.024862270662824e-08,8.786524884918482e-08
Hdac3,0.5842317,2.0504146542987245e-08,8.893164623720107e-08
Gtf3c6,0.5016972,2.082178313807363e-08,9.026629803410993e-08
Actn4,0.4247251,2.0966448171916306e-08,9.080693756945286e-08
Adpgk,0.811394,2.134637243495149e-08,9.240843611724758e-08
Birc2,0.518555,2.137247120259488e-08,9.250675035580977e-08
Cep295,0.7552136,2.1463859840563327e-08,9.288758364667943e-08
Gtpbp2,0.77081525,2.1498663376338358e-08,9.300871591889814e-08
Stt3b,0.37282977,2.149702474032221e-08,9.300871591889814e-08
Kpna6,0.54660255,2.1561925106643077e-08,9.326762376214764e-08
Slc47a2,1.5614091,2.1769237258275775e-08,9.413453988956342e-08
Cpa2,3.257228,2.1831754700751857e-08,9.438992851854758e-08
Scrib,0.82413906,2.1868440538066194e-08,9.453357061602617e-08
Rragb,1.7135819,2.1924004755263796e-08,9.475876236076735e-08
Casp8ap2,0.54175264,2.208786896025073e-08,9.543679161603508e-08
Vars,0.5920605,2.2140966787281846e-08,9.565107851157536e-08
Ifngr2,0.58517474,2.216226005032307e-08,9.572792060654498e-08
Gpalpp1,0.6516032,2.2170651645653715e-08,9.574901959526786e-08
Arhgef2,0.63951,2.2639469896264493e-08,9.77582550336406e-08
Odc1,0.64255947,2.2789090159998474e-08,9.838876164428184e-08
Gatd1,0.84536755,2.2927221222785972e-08,9.896947368311864e-08
Slc10a7,0.72104377,2.3135559517291655e-08,9.982145725357364e-08
Ahsa1,0.4595461,2.3128270546127054e-08,9.980578010445819e-08
Cnot7,0.48568684,2.3207801226681407e-08,1.001173324209326e-07
Chsy3,1.627814,2.3385996519677653e-08,1.0087012053345323e-07
Atp6v1d,0.4608501,2.342204043918032e-08,1.0100963040766708e-07
Nae1,0.56074953,2.3438575606359165e-08,1.0106497627612514e-07
Atp6v0e,0.42094544,2.3518778703905832e-08,1.0137878354163893e-07
Adprs,0.6298723,2.3533629029478356e-08,1.0142678348726876e-07
Nsrp1,0.4913543,2.366501524402894e-08,1.0197694305677433e-07
Ccdc90b,0.5866497,2.3744255136544523e-08,1.0230225627159147e-07
Cwc15,0.3409346,2.376338429252539e-08,1.0236852024910392e-07
E130111B04Rik,2.27863,2.3851004419585074e-08,1.0272976394824598e-07
Slc17a5,0.8514572,2.443961023498143e-08,1.051820110727771e-07
Col6a3,0.6541249,2.4555299821213328e-08,1.0564660432060945e-07
Csdc2,0.93672824,2.483083087116092e-08,1.0681521589338375e-07
Actr1b,0.53764606,2.506928070253384e-08,1.07823971490435e-07
2900076A07Rik,0.90849745,2.5342848912521685e-08,1.0894911098387334e-07
Dnajc14,0.5666087,2.5598335792750235e-08,1.1003012628297538e-07
Mtmr9,0.7127801,2.618529127059052e-08,1.1239380719398412e-07
Fcf1,0.526584,2.631399455922351e-08,1.1292848058008166e-07
Slc25a42,0.9664153,2.6366753600080076e-08,1.1313711669699612e-07
Ap4m1,0.6748928,2.6468293670463248e-08,1.1355496890079479e-07
Ttbk2,0.9605163,2.6769723977998755e-08,1.1483012942204242e-07
Rbm10,0.5246612,2.733897086921213e-08,1.1721669623776676e-07
Zfp553,0.5816267,2.7471082354457938e-08,1.1774614780592859e-07
Abcg2,0.77983403,2.7529707941211372e-08,1.1797890690925979e-07
Slx4ip,0.86620474,2.7543676957053776e-08,1.1802024669780905e-07
Rhog,0.7586569,2.754903571649836e-08,1.1802468573161066e-07
Simc1,1.0420105,2.7643952807276973e-08,1.1841274607735852e-07
